product_id,product_name,price
690,Տնական Թթու ,600
691,Տնական Խաշ Մսով,2912
692,Տնական Կարկանդակ,250
693,Տնական Կարկանդակ Մսով,400
694,Տնական Կարտոֆիլ ,408.14
695,Տնական Սոուս,1450
696,Տոմատի Հյութ Ապարան,280
697,Տուփ Մեծ,100
698,Տուփ Փոքր,79.97
699,Ցիտրուսային Տաք Թեյ,950
700,"Փալփի Բալ 0,45",550
701,"Փալփի Մնգ/Արք 0,450",550
702,"Փալփի Նարինջ 0,45",550
703,Փակ Պիցցա ,2650
704,Փարիզյան Սուրճ ,300
705,Փիթի Գառան,1323.21
706,Փոքր Հաց,50
707,Փռի Կարտոֆիլ,700
708,Քաբաբ Գառի,1200
709,Քաբաբ Հավի,900
710,Քաբաբ Հավի ,1078.57
711,Քաբաբ Հավի Հացով,900
712,Քաբաբ Հավի Պանրով,1200
713,Քաբաբ Տավարի,999.77
714,Քաբաբ Տավարի ,1210
715,Քաբաբ Տավարի Հացով,1000
716,Քաբաբ Տավարի Պանրով,1300
717,Քաբաբի Ֆառշ Հավի,2600
718,Քամած Մածուն ,642.86
719,Քամած Մածունով աղցան Լանչի,300
720,Քինուայով Աղցան,795.31
721,Քլաբ Սենդվիչ,800
722,"Քլաբ Սենդվիչ-Ֆրի-Կոլա 0,5",1500
723,"Քլաբ Սենդվիչ-Ֆրի-Կոլա Լցնովի 0,5",1500
724,"Քլաբ Սենդվիչ-Ֆրի-Ֆանտա 0,5",1500
725,Օլիվյե Լանչի ,300
726,Օղի ABSOLUT VODKA,880
727,"Օղի ABSOLUT VODKA 0,5լ",8470
728,Օղի Բելայա Բերյոզկա,770
729,"Օղի Բելայա Բերյոզկա 0,5լ",7150
730,Օղի Մալինայի,935
731,Օղի Ռոմանով 0.5լ ,7700
732,Օղի Ռուսկայա 0.5լ,6600
733,Օղի Սերկևիլի,715
734,Օղի Սմիռնոֆֆ,715
735,"Օղի Ստալիչնայա 0,5լ",8800
736,"Օղի Ցարսկայա Օրիգինալ 0,5լ",6050
737,Օստրի ,1163.23
738,Օստրի Լանչի,500
739,Օստրի Փոքր Բաժին,650
740,"Ֆանտա 0,25լ",385
741,"Ֆանտա Էկզոտիկ 0,5",450
742,Ֆանտա Լցնովի 0.5լ,450
743,Ֆանտա Լցնովի Փոքր,357.29
744,"Ֆանտա Մանդարին 0,5",450
745,"Ֆանտա Նարինջ 0,5",450
746,Ֆանտա Նարինջ 1լ,730
747,"Ֆյուզ թեյ Անտառային 0,5",550
748,"Ֆյուզ թեյ Դեզձի 0,5 ",550
749,"Ֆյուզ թեյ Կիտրոն 0,5",550
750,"Ֆյուզ թեյ Մանգո-Արք. 0,5 ",550
751,Ֆունչոզա Բանջարեղենով,1800
752,Ֆունչոզա Ծովամթերքով,3700
753,Ֆունչոզա Հավի Կրծքամսով,725
754,Ֆունչոզա Հավով,2600
755,Ֆունչոզա Հորթի Մսով,3200
756,Ֆրանսիական Վաֆլի ,800
757,Ֆրանսիական Վաֆլի Մեծ,1000
758,Ֆրանսիական Տոստ Խոզապուխտով,950
759,Ֆրի Լանչի,350
